,n_items,n_questions,n_dims,l2_reg,beta,max_iter,train_err,train_n,train_err_norm,test_err,test_n,test_err_norm,run
298,100,500,5,0.1,0.1,6000,482.5508288768949,400,1.2063770721922373,633.3953634532285,100,6.333953634532285,3
299,100,500,5,0.1,0.1,6000,498.02965179470317,400,1.245074129486758,505.22401674815114,100,5.052240167481512,4
300,100,500,5,0.2,1.0,6000,1043.8449247752528,400,2.609612311938132,447.5291798999835,100,4.475291798999835,0
301,100,500,5,0.2,1.0,6000,1054.505217429623,400,2.6362630435740573,417.17543436873035,100,4.1717543436873035,1
302,100,500,5,0.2,1.0,6000,1076.7309678395966,400,2.6918274195989915,381.31364027833627,100,3.8131364027833627,2
303,100,500,5,0.2,1.0,6000,1023.0389868171059,400,2.557597467042765,489.66084932012154,100,4.8966084932012155,3
304,100,500,5,0.2,1.0,6000,1055.0969566277124,400,2.6377423915692813,433.45481568717076,100,4.3345481568717075,4
305,100,500,5,0.2,0.8,6000,925.6370065097457,400,2.314092516274364,502.1698280137191,100,5.0216982801371906,0
306,100,500,5,0.2,0.8,6000,953.0923912203212,400,2.382730978050803,425.56336180495913,100,4.2556336180495915,1
307,100,500,5,0.2,0.8,6000,948.2856710653265,400,2.370714177663316,383.75112993860506,100,3.8375112993860507,2
308,100,500,5,0.2,0.8,6000,916.9001590922389,400,2.2922503977305975,458.5257909313579,100,4.5852579093135795,3
309,100,500,5,0.2,0.8,6000,945.5421784024134,400,2.3638554460060335,385.13292888983005,100,3.8513292888983006,4
310,100,500,5,0.2,0.5,6000,787.1059769705088,400,1.967764942426272,613.1223516611035,100,6.131223516611035,0
311,100,500,5,0.2,0.5,6000,775.9580535754405,400,1.9398951339386015,570.8215473594001,100,5.708215473594001,1
312,100,500,5,0.2,0.5,6000,788.7119219414578,400,1.9717798048536446,534.0440672324564,100,5.340440672324564,2
313,100,500,5,0.2,0.5,6000,791.0336953738112,400,1.977584238434528,535.5950560801857,100,5.355950560801857,3
314,100,500,5,0.2,0.5,6000,806.3080129924474,400,2.0157700324811185,600.3987533629376,100,6.003987533629376,4
315,100,500,5,0.2,0.1,6000,583.5282679320295,400,1.4588206698300739,655.510969954019,100,6.555109699540189,0
316,100,500,5,0.2,0.1,6000,626.6105377558548,400,1.5665263443896371,697.3372109653872,100,6.973372109653871,1
317,100,500,5,0.2,0.1,6000,615.593199358505,400,1.5389829983962624,713.4541017689501,100,7.134541017689501,2
318,100,500,5,0.2,0.1,6000,603.8629938696279,400,1.5096574846740696,1486.7086573448626,100,14.867086573448626,3
319,100,500,5,0.2,0.1,6000,609.3540347290447,400,1.5233850868226115,581.9124552036951,100,5.819124552036951,4
320,100,500,6,0.01,1.0,6000,681.9985570199963,400,1.7049963925499907,542.16918974537,100,5.4216918974537,0
321,100,500,6,0.01,1.0,6000,659.5279477740381,400,1.6488198694350953,497.8179447851533,100,4.9781794478515335,1
322,100,500,6,0.01,1.0,6000,635.4737463990563,400,1.5886843659976406,482.06840319706635,100,4.820684031970663,2
323,100,500,6,0.01,1.0,6000,688.394614659573,400,1.7209865366489325,459.3128503768534,100,4.5931285037685345,3
324,100,500,6,0.01,1.0,6000,678.2430472320364,400,1.695607618080091,496.5959482117715,100,4.965959482117714,4
325,100,500,6,0.01,0.8,6000,312.84012271416833,400,0.7821003067854209,1103.158967292869,100,11.031589672928689,0
326,100,500,6,0.01,0.8,6000,338.25999745801727,400,0.8456499936450431,791.9972761570356,100,7.919972761570356,1
327,100,500,6,0.01,0.8,6000,322.5284596358509,400,0.8063211490896272,557.3028955644336,100,5.573028955644336,2
328,100,500,6,0.01,0.8,6000,355.985006710902,400,0.8899625167772549,689.5726322212537,100,6.8957263222125365,3
329,100,500,6,0.01,0.8,6000,345.201348581874,400,0.8630033714546851,770.3578861505196,100,7.703578861505195,4
